PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,39,0.00,
Wil Lutz,2556601,K,DEN,Bye,,,,,,,,,,,,40,0.00,
Brett Maher,2540243,K,LA,@GB,,,,,,,,,,,0.00,41,0.00,0.0
James McCourt,2569215,K,FA,Bye,,,,,,,,,,,,42,0.00,
Brandon McManus,2541556,K,JAX,Bye,,,,,,,,,,,,43,0.00,
Jake Moody,2570308,K,SF,Bye,,,,,,,,,,,,44,0.00,
Riley Patterson,2567013,K,CLE,ARI,,,,,,,,,,,0.00,45,0.00,0.0
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,46,0.00,
B.T. Potter,2571279,K,FA,Bye,,,,,,,,,,,,47,0.00,
Matt Prater,2506677,K,ARI,@CLE,,,,,,,,,,,6.51,48,0.00,-6.51
Alex Quevedo,2570143,K,FA,Bye,,,,,,,,,,,,49,0.00,
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,50,0.00,
Austin Seibert,2562729,K,NYJ,LAC,,,,,,,,,,,0.00,51,0.00,0.0
Caleb Shudak,2568843,K,FA,Bye,,,,,,,,,,,,52,0.00,
Ryan Succop,89802,K,FA,Bye,,,,,,,,,,,,53,0.00,
Andre Szmyt,2570470,K,FA,Bye,,,,,,,,,,,,54,0.00,
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,,55,0.00,
Matthew Trickett,2571749,K,FA,Bye,,,,,,,,,,,,56,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,57,0.00,
Tristan Vizcaino,2562807,K,FA,Bye,,,,,,,,,,,,58,0.00,
Parker White,2569756,K,FA,Bye,,,,,,,,,,,,59,0.00,
Trey Wolff,2571488,K,FA,Bye,,,,,,,,,,,,60,0.00,
Matthew Wright,2562968,K,CAR,IND,,,,,,,,,,,0.00,61,0.00,0.0
Cade York,2567487,K,NYG,@LV,,,,,,,,,,,0.00,62,0.00,0.0
